city;lat;lng;country;iso2;admin_name;capital;population;population_proper
Girang;-72.697;1.084.222;Indonesia;ID;Jawa Barat;minor;;
Karangampel Kaler;-72.770;1.084.072;Indonesia;ID;Jawa Barat;minor;;
Cibeuruy;-71.485;1.084.315;Indonesia;ID;Jawa Barat;minor;;
Ciparay;-74.249;1.084.742;Indonesia;ID;Jawa Barat;minor;;
Talangbanteng;-74.453;1.087.035;Indonesia;ID;Jawa Barat;minor;;
Malabar;-74.868;1.084.676;Indonesia;ID;Jawa Barat;minor;;
Kreteg;-73.103;1.083.350;Indonesia;ID;Jawa Barat;minor;;
Sindangjaya;-74.815;1.086.616;Indonesia;ID;Jawa Barat;minor;;
Cibeulah;-73.193;1.084.672;Indonesia;ID;Jawa Barat;minor;;
Hujungtiwu;-70.956;1.082.742;Indonesia;ID;Jawa Barat;minor;;
Mangunjaya;-74.881;1.086.982;Indonesia;ID;Jawa Barat;minor;;
Ciawitali;-74.488;1.086.550;Indonesia;ID;Jawa Barat;minor;;
Desa Darmacaang;-72.746;1.082.725;Indonesia;ID;Jawa Barat;minor;;
Gadog;-77.937;1.084.381;Indonesia;ID;Jawa Barat;minor;;
Ciulu;-75.130;1.086.537;Indonesia;ID;Jawa Barat;minor;;
Jelat;-72.839;1.083.853;Indonesia;ID;Jawa Barat;minor;;
Sadapaingan;-70.590;1.083.638;Indonesia;ID;Jawa Barat;minor;;
Padamulya;-72.028;1.082.022;Indonesia;ID;Jawa Barat;minor;;
Sembungjaya;-73.492;1.085.084;Indonesia;ID;Jawa Barat;minor;;
Cisaga;-73.461;1.085.163;Indonesia;ID;Jawa Barat;minor;;
Kedungwuluh;-75.360;1.086.873;Indonesia;ID;Jawa Barat;minor;;
Cukanguncal;-72.560;1.083.155;Indonesia;ID;Jawa Barat;minor;;
Cijeungjing Kaler;-73.352;1.084.184;Indonesia;ID;Jawa Barat;minor;;
Desa Cimari;-73.121;1.082.880;Indonesia;ID;Jawa Barat;minor;;
Kawalimukti;-71.823;1.083.654;Indonesia;ID;Jawa Barat;minor;;
Gareba;-72.013;1.083.692;Indonesia;ID;Jawa Barat;minor;;
Cangkring;-75.115;1.086.319;Indonesia;ID;Jawa Barat;minor;;
Desa Margaluyu;-73.080;1.082.558;Indonesia;ID;Jawa Barat;minor;;
Desa Sukamaju;-73.086;1.083.720;Indonesia;ID;Jawa Barat;minor;;
Cimerak;-77.507;1.084.399;Indonesia;ID;Jawa Barat;minor;;
Cimarga;-74.498;1.084.652;Indonesia;ID;Jawa Barat;minor;;
Sindanghayu;-74.716;1.086.356;Indonesia;ID;Jawa Barat;minor;;
Ciherang;-74.936;1.086.277;Indonesia;ID;Jawa Barat;minor;;
Ciherang;-73.365;1.083.379;Indonesia;ID;Jawa Barat;minor;;
Cisagu;-75.850;1.084.734;Indonesia;ID;Jawa Barat;minor;;
Lembursawah;-75.061;1.083.772;Indonesia;ID;Jawa Barat;minor;;
Cieurih Satu;-72.148;1.083.551;Indonesia;ID;Jawa Barat;minor;;
Jalatrang;-72.373;1.083.483;Indonesia;ID;Jawa Barat;minor;;
Sidaharja;-74.474;1.085.984;Indonesia;ID;Jawa Barat;minor;;
Ciawi;-76.547;1.085.043;Indonesia;ID;Jawa Barat;minor;;
Pasiramis;-71.658;1.083.987;Indonesia;ID;Jawa Barat;minor;;
Panawangan;-71.180;1.083.816;Indonesia;ID;Jawa Barat;minor;;
Rajadesa;-71.836;1.084.341;Indonesia;ID;Jawa Barat;minor;;
Emblegan;-71.325;1.084.212;Indonesia;ID;Jawa Barat;minor;;
Madura;-71.478;1.083.789;Indonesia;ID;Jawa Barat;minor;;
Samarang;-72.279;1.085.349;Indonesia;ID;Jawa Barat;minor;;
Karangbungur;-75.902;1.085.095;Indonesia;ID;Jawa Barat;minor;;
Kawali;-71.854;1.083.704;Indonesia;ID;Jawa Barat;minor;;
Warung Wetan;-73.174;1.083.070;Indonesia;ID;Jawa Barat;minor;;
Wonoharjo;-76.764;1.086.324;Indonesia;ID;Jawa Barat;minor;;
Urug Hilir;-72.363;1.083.639;Indonesia;ID;Jawa Barat;minor;;
Pasirgeulis;-75.100;1.086.736;Indonesia;ID;Jawa Barat;minor;;
Maparah;-71.176;1.082.943;Indonesia;ID;Jawa Barat;minor;;
Ciparakan;-75.979;1.086.716;Indonesia;ID;Jawa Barat;minor;;
Kawunglarang;-71.649;1.084.832;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-76.579;1.085.525;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-71.481;1.082.149;Indonesia;ID;Jawa Barat;minor;;
Nagrak;-75.632;1.086.946;Indonesia;ID;Jawa Barat;minor;;
Pasirtamiang;-72.114;1.082.097;Indonesia;ID;Jawa Barat;minor;;
Sukadana;-72.655;1.084.403;Indonesia;ID;Jawa Barat;minor;;
Sukadana;-75.021;1.085.579;Indonesia;ID;Jawa Barat;minor;;
Pangrumasan;-72.046;1.084.077;Indonesia;ID;Jawa Barat;minor;;
Mekarjaya;-71.597;1.084.502;Indonesia;ID;Jawa Barat;minor;;
Sukamukti;-74.090;1.086.147;Indonesia;ID;Jawa Barat;minor;;
Sukamukti;-72.348;1.083.280;Indonesia;ID;Jawa Barat;minor;;
Jatinagara Kulon;-71.719;1.084.190;Indonesia;ID;Jawa Barat;minor;;
Bungursari;-71.548;1.083.292;Indonesia;ID;Jawa Barat;minor;;
Warung Kulon;-73.162;1.082.998;Indonesia;ID;Jawa Barat;minor;;
Sopla;-75.208;1.086.747;Indonesia;ID;Jawa Barat;minor;;
Tigaherang;-71.296;1.084.452;Indonesia;ID;Jawa Barat;minor;;
Lakbok;-74.040;1.086.573;Indonesia;ID;Jawa Barat;minor;;
Kamurang;-76.761;1.086.763;Indonesia;ID;Jawa Barat;minor;;
Sadananya;-72.741;1.083.149;Indonesia;ID;Jawa Barat;minor;;
Ciilat;-75.407;1.087.258;Indonesia;ID;Jawa Barat;minor;;
Padaherang;-75.499;1.086.956;Indonesia;ID;Jawa Barat;minor;;
Balengbeng;-77.087;1.084.892;Indonesia;ID;Jawa Barat;minor;;
Cipaku;-72.218;1.083.325;Indonesia;ID;Jawa Barat;minor;;
Cilongo;-71.846;1.083.527;Indonesia;ID;Jawa Barat;minor;;
Tambakreja;-73.825;1.086.565;Indonesia;ID;Jawa Barat;minor;;
Pabuaran;-71.674;1.084.367;Indonesia;ID;Jawa Barat;minor;;
Pabuaran;-71.336;1.082.715;Indonesia;ID;Jawa Barat;minor;;
Babakanjaya;-75.780;1.086.763;Indonesia;ID;Jawa Barat;minor;;
Emplak;-76.608;1.087.302;Indonesia;ID;Jawa Barat;minor;;
Kertaharja;-71.814;1.083.242;Indonesia;ID;Jawa Barat;minor;;
Kertaharja;-73.110;1.083.952;Indonesia;ID;Jawa Barat;minor;;
Dusun Desa Handapherang;-73.429;1.083.796;Indonesia;ID;Jawa Barat;minor;;
Dusun Desa Bunter;-72.901;1.084.664;Indonesia;ID;Jawa Barat;minor;;
Girikarya;-75.315;1.083.847;Indonesia;ID;Jawa Barat;minor;;
Sukamantri Satu;-70.877;1.082.815;Indonesia;ID;Jawa Barat;minor;;
Walahir;-72.797;1.082.553;Indonesia;ID;Jawa Barat;minor;;
Walahir;-74.472;1.084.400;Indonesia;ID;Jawa Barat;minor;;
Jajawai;-75.682;1.084.781;Indonesia;ID;Jawa Barat;minor;;
Dewasari;-73.337;1.083.860;Indonesia;ID;Jawa Barat;minor;;
Desa Gunungsari;-72.556;1.083.109;Indonesia;ID;Jawa Barat;minor;;
Garunggang;-72.046;1.084.423;Indonesia;ID;Jawa Barat;minor;;
Bulakgebang;-77.431;1.084.064;Indonesia;ID;Jawa Barat;minor;;
Karangpari;-72.419;1.084.786;Indonesia;ID;Jawa Barat;minor;;
Awiluar;-71.554;1.083.377;Indonesia;ID;Jawa Barat;minor;;
Warungjarak;-72.627;1.083.738;Indonesia;ID;Jawa Barat;minor;;
Sindangrasa;-74.589;1.086.872;Indonesia;ID;Jawa Barat;minor;;
Sitularang Landeuh;-72.040;1.085.127;Indonesia;ID;Jawa Barat;minor;;
Cikoneng;-73.118;1.082.710;Indonesia;ID;Jawa Barat;minor;;
Cikoneng;-71.763;1.083.429;Indonesia;ID;Jawa Barat;minor;;
Dusun Desa Sukadana;-72.617;1.084.322;Indonesia;ID;Jawa Barat;minor;;
Citotok;-78.149;1.084.024;Indonesia;ID;Jawa Barat;minor;;
Citapenpasir;-71.381;1.084.803;Indonesia;ID;Jawa Barat;minor;;
Linggamanik;-73.274;1.083.161;Indonesia;ID;Jawa Barat;minor;;
Winduraja;-71.773;1.083.638;Indonesia;ID;Jawa Barat;minor;;
Cileueur;-72.100;1.084.274;Indonesia;ID;Jawa Barat;minor;;
Kaom;-71.297;1.084.164;Indonesia;ID;Jawa Barat;minor;;
Cileungsir;-72.051;1.084.895;Indonesia;ID;Jawa Barat;minor;;
Kertahayu;-74.594;1.085.584;Indonesia;ID;Jawa Barat;minor;;
Muaratiga;-76.105;1.085.850;Indonesia;ID;Jawa Barat;minor;;
Sukanagara;-74.039;1.086.557;Indonesia;ID;Jawa Barat;minor;;
Burujul;-75.458;1.086.847;Indonesia;ID;Jawa Barat;minor;;
Sidomulyo;-76.554;1.086.257;Indonesia;ID;Jawa Barat;minor;;
Tugusari;-74.636;1.086.112;Indonesia;ID;Jawa Barat;minor;;
Limusnunggal;-75.039;1.084.022;Indonesia;ID;Jawa Barat;minor;;
Rancah;-71.969;1.085.041;Indonesia;ID;Jawa Barat;minor;;
Bulakbanjar;-76.237;1.087.205;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-70.885;1.082.951;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-73.224;1.083.466;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-74.381;1.085.552;Indonesia;ID;Jawa Barat;minor;;
Karangsari;-76.701;1.087.025;Indonesia;ID;Jawa Barat;minor;;
Lawong;-72.951;1.083.877;Indonesia;ID;Jawa Barat;minor;;
Desa Cikambulan;-76.737;1.086.136;Indonesia;ID;Jawa Barat;minor;;
Cikaso;-74.996;1.085.824;Indonesia;ID;Jawa Barat;minor;;
Desa Cigembor;-73.409;1.083.688;Indonesia;ID;Jawa Barat;minor;;
Kampungdesa;-72.063;1.083.498;Indonesia;ID;Jawa Barat;minor;;
Pasar Sabtu;-73.102;1.082.667;Indonesia;ID;Jawa Barat;minor;;
Karanganyar;-73.063;1.084.213;Indonesia;ID;Jawa Barat;minor;;
Karanganyar;-75.571;1.085.715;Indonesia;ID;Jawa Barat;minor;;
Cikalong;-76.487;1.085.662;Indonesia;ID;Jawa Barat;minor;;
Sukaraharja;-71.680;1.083.267;Indonesia;ID;Jawa Barat;minor;;
Dusun Tengah Cihaurbeuti;-72.248;1.082.027;Indonesia;ID;Jawa Barat;minor;;
Tambaksari;-72.489;1.085.350;Indonesia;ID;Jawa Barat;minor;;
Karangjaladri;-77.041;1.085.027;Indonesia;ID;Jawa Barat;minor;;
Desa Baregbeg;-73.039;1.083.601;Indonesia;ID;Jawa Barat;minor;;
Cibingbin;-71.825;1.084.349;Indonesia;ID;Jawa Barat;minor;;
Jayasari;-75.380;1.083.488;Indonesia;ID;Jawa Barat;minor;;
Sukamanah;-76.590;1.086.514;Indonesia;ID;Jawa Barat;minor;;
Jamban;-74.204;1.086.951;Indonesia;ID;Jawa Barat;minor;;
Cikuya;-76.288;1.083.752;Indonesia;ID;Jawa Barat;minor;;
Cikuya;-75.108;1.085.861;Indonesia;ID;Jawa Barat;minor;;
Neglasari;-74.436;1.085.207;Indonesia;ID;Jawa Barat;minor;;
Neglasari;-74.434;1.085.845;Indonesia;ID;Jawa Barat;minor;;
Neglasari;-74.900;1.086.108;Indonesia;ID;Jawa Barat;minor;;
Cintamaju;-76.132;1.087.246;Indonesia;ID;Jawa Barat;minor;;
Panjalu;-71.313;1.082.661;Indonesia;ID;Jawa Barat;minor;;
Cihideung Satu;-72.845;1.082.327;Indonesia;ID;Jawa Barat;minor;;
Tenjolaya;-73.235;1.084.921;Indonesia;ID;Jawa Barat;minor;;
Tenjolaya;-77.158;1.084.467;Indonesia;ID;Jawa Barat;minor;;
Ciroke;-71.413;1.082.229;Indonesia;ID;Jawa Barat;minor;;
Ciharalang;-73.503;1.084.113;Indonesia;ID;Jawa Barat;minor;;
Kertabumi;-73.347;1.084.384;Indonesia;ID;Jawa Barat;minor;;
Binangun;-77.191;1.084.747;Indonesia;ID;Jawa Barat;minor;;
Cireuma;-78.134;1.083.674;Indonesia;ID;Jawa Barat;minor;;
Lumbung Kidul;-71.619;1.083.285;Indonesia;ID;Jawa Barat;minor;;
Pamarican;-74.576;1.085.240;Indonesia;ID;Jawa Barat;minor;;
Cikuda;-72.585;1.085.129;Indonesia;ID;Jawa Barat;minor;;
Cibenda;-76.806;1.085.511;Indonesia;ID;Jawa Barat;minor;;
Nangela;-72.060;1.085.359;Indonesia;ID;Jawa Barat;minor;;
Cijulang;-77.273;1.084.733;Indonesia;ID;Jawa Barat;minor;;
Tugu;-72.962;1.082.470;Indonesia;ID;Jawa Barat;minor;;
Kadupandak;-72.173;1.085.645;Indonesia;ID;Jawa Barat;minor;;
Karangwangkal;-76.448;1.086.065;Indonesia;ID;Jawa Barat;minor;;
Jatinagara;-71.735;1.084.028;Indonesia;ID;Jawa Barat;minor;;
Purwosari;-77.339;1.083.352;Indonesia;ID;Jawa Barat;minor;;
Palumbungan;-76.329;1.084.156;Indonesia;ID;Jawa Barat;minor;;
Ciguha;-76.003;1.084.134;Indonesia;ID;Jawa Barat;minor;;
Legok Satu;-71.102;1.083.600;Indonesia;ID;Jawa Barat;minor;;
Selasari;-76.203;1.085.205;Indonesia;ID;Jawa Barat;minor;;
Pajaten;-76.549;1.086.106;Indonesia;ID;Jawa Barat;minor;;
Cibitung;-73.335;1.083.629;Indonesia;ID;Jawa Barat;minor;;
Buniseuri;-72.425;1.083.778;Indonesia;ID;Jawa Barat;minor;;
Rimpakgede;-72.763;1.083.561;Indonesia;ID;Jawa Barat;minor;;
Taringgul;-71.505;1.082.528;Indonesia;ID;Jawa Barat;minor;;
Cikijing;-77.221;1.083.604;Indonesia;ID;Jawa Barat;minor;;
Cihideung;-75.857;1.087.144;Indonesia;ID;Jawa Barat;minor;;
Kawoyang;-62.428;1.058.627;Indonesia;ID;Banten;minor;;
Banyuurip;-70.629;1.116.975;Indonesia;ID;Jawa Timur;minor;;
Krajan;-80.936;1.133.697;Indonesia;ID;Jawa Timur;minor;;
Banjar Jabon;-85.386;1.154.147;Indonesia;ID;Bali;minor;;
Kutampi;-86.742;1.155.523;Indonesia;ID;Bali;minor;;
Banjar Pancingan;-85.605;1.154.514;Indonesia;ID;Bali;minor;;
Gelagah;-87.072;1.155.594;Indonesia;ID;Bali;minor;;
Klumbu;-87.183;1.155.233;Indonesia;ID;Bali;minor;;
Sampalan;-86.736;1.155.586;Indonesia;ID;Bali;minor;;
Batumadeg Kaja;-87.465;1.155.069;Indonesia;ID;Bali;minor;;
Banjar Kampungislamkusamba;-85.629;1.154.513;Indonesia;ID;Bali;minor;;
Sekartaji;-88.010;1.155.691;Indonesia;ID;Bali;minor;;
Banjar Tihingan;-85.316;1.153.833;Indonesia;ID;Bali;minor;;
Lembongan Kawan;-86.902;1.154.397;Indonesia;ID;Bali;minor;;
Dawan;-85.408;1.154.425;Indonesia;ID;Bali;minor;;
Sakti;-87.060;1.154.822;Indonesia;ID;Bali;minor;;
Banjar Selat;-84.985;1.154.036;Indonesia;ID;Bali;minor;;
Banjar Kanginan;-85.336;1.154.156;Indonesia;ID;Bali;minor;;
Banjar Kanginan;-85.509;1.154.614;Indonesia;ID;Bali;minor;;
Tanglad;-87.737;1.155.831;Indonesia;ID;Bali;minor;;
Banjar Getakan;-85.174;1.153.751;Indonesia;ID;Bali;minor;;
Kangin;-84.903;1.153.891;Indonesia;ID;Bali;minor;;
Banjar Peken;-85.558;1.154.206;Indonesia;ID;Bali;minor;;
Suana;-87.280;1.155.985;Indonesia;ID;Bali;minor;;
Tanjung;-87.573;1.155.335;Indonesia;ID;Bali;minor;;
Ped;-86.739;1.155.064;Indonesia;ID;Bali;minor;;
Tubanan;-85.519;1.154.084;Indonesia;ID;Bali;minor;;
Jungutbatu Kaja Dua;-86.766;1.154.480;Indonesia;ID;Bali;minor;;
Banjar Ulumsul;-85.434;1.154.173;Indonesia;ID;Bali;minor;;
Banjar Pasek;-85.087;1.153.816;Indonesia;ID;Bali;minor;;
Toyapakeh;-86.820;1.154.880;Indonesia;ID;Bali;minor;;
Banjar Tengah;-84.936;1.154.044;Indonesia;ID;Bali;minor;;
Banjar Tengah;-85.382;1.154.446;Indonesia;ID;Bali;minor;;
Banjar Kawan;-85.708;1.154.175;Indonesia;ID;Bali;minor;;
Banjar Kawan;-85.173;1.154.524;Indonesia;ID;Bali;minor;;
Pondokkaha Kelod;-87.360;1.154.945;Indonesia;ID;Bali;minor;;
Banjar Pegatepan;-85.540;1.154.070;Indonesia;ID;Bali;minor;;
Banjar Tojan Kelod;-85.557;1.154.018;Indonesia;ID;Bali;minor;;
Banjar Negari;-85.664;1.153.775;Indonesia;ID;Bali;minor;;
Banjar Umesalakan;-85.538;1.153.847;Indonesia;ID;Bali;minor;;
Semarapura;-85.353;1.154.036;Indonesia;ID;Bali;minor;;
Pejukutan;-87.493;1.155.858;Indonesia;ID;Bali;minor;;
Banjar Kelodan;-84.986;1.153.683;Indonesia;ID;Bali;minor;;
Banjar Nyamping;-85.432;1.154.233;Indonesia;ID;Bali;minor;;
Sarirejo Satu;-81.565;1.131.991;Indonesia;ID;Jawa Timur;minor;;
Lumajang;-81.335;1.132.248;Indonesia;ID;Jawa Timur;minor;;
Pakel;-80.643;1.131.281;Indonesia;ID;Jawa Timur;minor;;
Tekung;-81.736;1.132.796;Indonesia;ID;Jawa Timur;minor;;
Dompyong;-82.165;1.131.426;Indonesia;ID;Jawa Timur;minor;;
Sidorejo;-80.104;1.131.803;Indonesia;ID;Jawa Timur;minor;;
Ketangi;-82.233;1.132.211;Indonesia;ID;Jawa Timur;minor;;
Krajan Wonokerto;-81.603;1.132.595;Indonesia;ID;Jawa Timur;minor;;
Nogosari;-81.882;1.132.936;Indonesia;ID;Jawa Timur;minor;;
Jambekumbu;-81.006;1.130.674;Indonesia;ID;Jawa Timur;minor;;
Kebonsari;-82.110;1.131.702;Indonesia;ID;Jawa Timur;minor;;
Kebonsari;-82.461;1.133.138;Indonesia;ID;Jawa Timur;minor;;
Sukosari;-81.277;1.133.290;Indonesia;ID;Jawa Timur;minor;;
Krajan Krai;-82.397;1.132.745;Indonesia;ID;Jawa Timur;minor;;
Tulusmulyo;-82.211;1.132.577;Indonesia;ID;Jawa Timur;minor;;
Darungan;-82.490;1.132.559;Indonesia;ID;Jawa Timur;minor;;
Darungan;-80.419;1.132.034;Indonesia;ID;Jawa Timur;minor;;
Glagahan;-82.969;1.129.528;Indonesia;ID;Jawa Timur;minor;;
Taman;-80.196;1.132.173;Indonesia;ID;Jawa Timur;minor;;
Kandangan;-80.667;1.130.902;Indonesia;ID;Jawa Timur;minor;;
Sumberrejo;-81.868;1.130.718;Indonesia;ID;Jawa Timur;minor;;
Pandean;-82.297;1.132.158;Indonesia;ID;Jawa Timur;minor;;
Pandansari;-81.503;1.132.509;Indonesia;ID;Jawa Timur;minor;;
Tanjungrejo Lor;-82.661;1.133.074;Indonesia;ID;Jawa Timur;minor;;
Sekartanjung;-80.298;1.131.777;Indonesia;ID;Jawa Timur;minor;;
Pondoktelo;-81.054;1.132.827;Indonesia;ID;Jawa Timur;minor;;
Kalijeruk;-80.653;1.133.390;Indonesia;ID;Jawa Timur;minor;;
Krajan Rowokangkung;-81.942;1.133.338;Indonesia;ID;Jawa Timur;minor;;
Wringinsari;-81.247;1.132.019;Indonesia;ID;Jawa Timur;minor;;
Jatiarum;-82.440;1.132.217;Indonesia;ID;Jawa Timur;minor;;
Pule;-80.482;1.131.404;Indonesia;ID;Jawa Timur;minor;;
Randuagung;-80.720;1.133.032;Indonesia;ID;Jawa Timur;minor;;
Candipuro;-81.884;1.130.763;Indonesia;ID;Jawa Timur;minor;;
Krajan Pundungsari;-82.791;1.129.733;Indonesia;ID;Jawa Timur;minor;;
Krajan;-81.020;1.132.220;Indonesia;ID;Jawa Timur;minor;;
Krajan;-80.775;1.131.627;Indonesia;ID;Jawa Timur;minor;;
Krajan;-81.193;1.131.287;Indonesia;ID;Jawa Timur;minor;;
Sumberkardi;-82.287;1.131.027;Indonesia;ID;Jawa Timur;minor;;
Darunban;-81.934;1.132.618;Indonesia;ID;Jawa Timur;minor;;
Krajan Baru;-80.879;1.132.481;Indonesia;ID;Jawa Timur;minor;;
Mentosari;-82.202;1.132.121;Indonesia;ID;Jawa Timur;minor;;
Cengkok;-82.405;1.131.968;Indonesia;ID;Jawa Timur;minor;;
Wonoayu;-80.766;1.131.340;Indonesia;ID;Jawa Timur;minor;;
Krajan Kulon;-81.454;1.131.829;Indonesia;ID;Jawa Timur;minor;;
Boreng;-81.288;1.132.601;Indonesia;ID;Jawa Timur;minor;;
Denok;-81.497;1.132.597;Indonesia;ID;Jawa Timur;minor;;
Krajan Dua;-80.250;1.132.508;Indonesia;ID;Jawa Timur;minor;;
Srunikrajan;-80.030;1.132.353;Indonesia;ID;Jawa Timur;minor;;
Tegalrejo;-83.294;1.129.513;Indonesia;ID;Jawa Timur;minor;;
Krajan Satu;-80.737;1.133.341;Indonesia;ID;Jawa Timur;minor;;
Krajan Satu;-81.069;1.132.114;Indonesia;ID;Jawa Timur;minor;;
Senduro;-80.936;1.130.891;Indonesia;ID;Jawa Timur;minor;;
Perjuangan;-81.379;1.131.822;Indonesia;ID;Jawa Timur;minor;;
Tanjung;-80.980;1.131.562;Indonesia;ID;Jawa Timur;minor;;
Sekarputih;-81.205;1.132.408;Indonesia;ID;Jawa Timur;minor;;
Krajanjambearum;-81.170;1.130.794;Indonesia;ID;Jawa Timur;minor;;
Sidodadi;-81.063;1.132.194;Indonesia;ID;Jawa Timur;minor;;
Yosowilangun;-82.391;1.133.136;Indonesia;ID;Jawa Timur;minor;;
Krajan Tempursari;-82.915;1.129.741;Indonesia;ID;Jawa Timur;minor;;
Stasiun;-80.413;1.132.789;Indonesia;ID;Jawa Timur;minor;;
Krajan Tekung;-81.762;1.132.838;Indonesia;ID;Jawa Timur;minor;;
Laban;-81.418;1.132.037;Indonesia;ID;Jawa Timur;minor;;
Krajanpagowan;-81.297;1.131.213;Indonesia;ID;Jawa Timur;minor;;
Antrukan;-80.080;1.131.976;Indonesia;ID;Jawa Timur;minor;;
Pandanwangi;-81.508;1.132.484;Indonesia;ID;Jawa Timur;minor;;
Kaliuling;-82.670;1.129.513;Indonesia;ID;Jawa Timur;minor;;
Sumberbendo;-81.871;1.132.154;Indonesia;ID;Jawa Timur;minor;;
Tegalsari;-81.863;1.132.865;Indonesia;ID;Jawa Timur;minor;;
Kloposawit Krajan;-81.532;1.130.820;Indonesia;ID;Jawa Timur;minor;;
Besuk Selatan;-81.539;1.131.148;Indonesia;ID;Jawa Timur;minor;;
Rowokangkung;-81.945;1.133.297;Indonesia;ID;Jawa Timur;minor;;
Purwosari;-81.293;1.131.483;Indonesia;ID;Jawa Timur;minor;;
Gogosan;-82.270;1.132.518;Indonesia;ID;Jawa Timur;minor;;
Purorejo;-83.041;1.129.473;Indonesia;ID;Jawa Timur;minor;;
Jatiroto;-81.218;1.133.637;Indonesia;ID;Jawa Timur;minor;;
Sukolilo;-82.236;1.132.362;Indonesia;ID;Jawa Timur;minor;;
Pasirian;-82.137;1.131.146;Indonesia;ID;Jawa Timur;minor;;
Krajan Dua Dawuan Wetan;-81.495;1.132.778;Indonesia;ID;Jawa Timur;minor;;
Umpak;-80.776;1.132.104;Indonesia;ID;Jawa Timur;minor;;
Purut;-82.337;1.131.087;Indonesia;ID;Jawa Timur;minor;;
Gedongsari;-81.488;1.131.990;Indonesia;ID;Jawa Timur;minor;;
Wonorejo;-80.691;1.130.708;Indonesia;ID;Jawa Timur;minor;;
Krajan Kidul Rojopolo;-81.356;1.133.257;Indonesia;ID;Jawa Timur;minor;;
Sumberwongso;-82.616;1.132.247;Indonesia;ID;Jawa Timur;minor;;
Kebonan;-82.162;1.132.283;Indonesia;ID;Jawa Timur;minor;;
Kebonan;-82.090;1.131.166;Indonesia;ID;Jawa Timur;minor;;
Umbulsari;-83.075;1.129.503;Indonesia;ID;Jawa Timur;minor;;
Krajankertosari;-81.365;1.130.772;Indonesia;ID;Jawa Timur;minor;;
Krajansumbermujur;-81.375;1.130.219;Indonesia;ID;Jawa Timur;minor;;
Krajan Wetan;-80.885;1.132.423;Indonesia;ID;Jawa Timur;minor;;
Tempursari;-82.864;1.129.791;Indonesia;ID;Jawa Timur;minor;;
Krajan Tengah;-82.142;1.131.954;Indonesia;ID;Jawa Timur;minor;;
Bedayu;-80.710;1.131.016;Indonesia;ID;Jawa Timur;minor;;
Tambahrejo Krajan;-81.487;1.130.674;Indonesia;ID;Jawa Timur;minor;;
Karangrejo;-80.450;1.131.761;Indonesia;ID;Jawa Timur;minor;;
Wotgalih;-82.700;1.132.793;Indonesia;ID;Jawa Timur;minor;;
Tempeh Tengah;-82.055;1.131.758;Indonesia;ID;Jawa Timur;minor;;
Danurejo;-82.415;1.130.721;Indonesia;ID;Jawa Timur;minor;;
Pasrukrajan Satu;-81.192;1.130.582;Indonesia;ID;Jawa Timur;minor;;
Besukan;-81.696;1.132.377;Indonesia;ID;Jawa Timur;minor;;
Krajanjugosari;-82.219;1.130.597;Indonesia;ID;Jawa Timur;minor;;
Bedayutalang;-80.698;1.131.151;Indonesia;ID;Jawa Timur;minor;;
Karangtengah;-82.438;1.131.789;Indonesia;ID;Jawa Timur;minor;;
Sidomulyo;-82.588;1.132.706;Indonesia;ID;Jawa Timur;minor;;
Karangsari;-82.272;1.132.620;Indonesia;ID;Jawa Timur;minor;;
Gasri;-81.164;1.131.123;Indonesia;ID;Jawa Timur;minor;;
Pondokrejo;-82.072;1.133.097;Indonesia;ID;Jawa Timur;minor;;
Sukodono;-81.046;1.132.322;Indonesia;ID;Jawa Timur;minor;;
Kromot;-80.430;1.133.029;Indonesia;ID;Jawa Timur;minor;;
Suko Dua;-81.680;1.131.871;Indonesia;ID;Jawa Timur;minor;;
Burno;-80.853;1.130.723;Indonesia;ID;Jawa Timur;minor;;
Jombang;-82.329;1.133.026;Indonesia;ID;Jawa Timur;minor;;
Penanggal;-81.423;1.130.428;Indonesia;ID;Jawa Timur;minor;;
Mujur Satu;-82.191;1.131.630;Indonesia;ID;Jawa Timur;minor;;
Recobanteng;-81.986;1.132.170;Indonesia;ID;Jawa Timur;minor;;
Grati Satu;-81.531;1.132.176;Indonesia;ID;Jawa Timur;minor;;
Kadipaten;-81.357;1.132.158;Indonesia;ID;Jawa Timur;minor;;
Besukrejo;-81.858;1.132.393;Indonesia;ID;Jawa Timur;minor;;
Darungan Lor;-80.438;1.132.345;Indonesia;ID;Jawa Timur;minor;;
Selokambang;-81.428;1.131.662;Indonesia;ID;Jawa Timur;minor;;
Kajaran;-80.854;1.131.909;Indonesia;ID;Jawa Timur;minor;;
Sumbergebang;-80.710;1.133.245;Indonesia;ID;Jawa Timur;minor;;
Curahklapa;-80.975;1.133.194;Indonesia;ID;Jawa Timur;minor;;
Rogotrunan;-81.191;1.132.283;Indonesia;ID;Jawa Timur;minor;;
Bedok Dua;-81.874;1.131.793;Indonesia;ID;Jawa Timur;minor;;
Makam;-80.033;1.132.154;Indonesia;ID;Jawa Timur;minor;;
Banjar Kaleran;-85.119;1.153.927;Indonesia;ID;Bali;minor;;
Krajan Gading;-80.217;1.115.941;Indonesia;ID;Jawa Timur;minor;;
