city;lat;lng;country;iso2;admin_name;capital;population;population_proper
Jakarta;-62.146;1.068.451;Indonesia;ID;Jakarta;primary;34540000;10154134
Surabaya;-72.458;1.127.378;Indonesia;ID;Jawa Timur;admin;4975000;4975000
Bandung;-69.500;1.075.667;Indonesia;ID;Jawa Barat;admin;2394873;2394873
Bekasi;-62.333;1.070.000;Indonesia;ID;Jawa Barat;;2381053;2381053
Tangerang;-61.783;1.066.319;Indonesia;ID;Jawa Barat;;2237006;2237006
Medan;36.667;986.667;Indonesia;ID;Sumatera Utara;admin;2210625;2210625
Makassar;-51.331;1.194.136;Indonesia;ID;Sulawesi Selatan;admin;1651146;1651146
Semarang;-69.667;1.104.167;Indonesia;ID;Jawa Tengah;admin;1621384;1621384
Palembang;-29.833;1.047.644;Indonesia;ID;Sumatera Selatan;admin;1452456;1452456
Cilacap;-77.167;1.090.170;Indonesia;ID;Jawa Tengah;minor;1174964;1174964
Bandar Lampung;-54.294;1.052.625;Indonesia;ID;Lampung;admin;1166761;1166761
Padang;-0.9556;1.003.606;Indonesia;ID;Sumatera Barat;admin;914970;914970
Pekanbaru;3,703472222;1.014.500;Indonesia;ID;Riau;admin;855221;855221
Denpasar;-86.667;1.152.167;Indonesia;ID;Bali;admin;834881;834881
Samarinda;-0.5022;1.171.536;Indonesia;ID;Kalimantan Timur;admin;753370;753370
Banjarmasin;-33.333;1.145.833;Indonesia;ID;Kalimantan Selatan;admin;692793;692793
Pontianak;-0.0206;1.093.414;Indonesia;ID;Kalimantan Barat;admin;618388;618388
Serang;-61.200;1.061.503;Indonesia;ID;Banten;admin;613356;613356
Jambi;-15.900;1.036.100;Indonesia;ID;Jambi;admin;602187;602187
Manado;14.931;1.248.413;Indonesia;ID;Sulawesi Utara;admin;461636;461636
Kupang;-101.633;1.235.778;Indonesia;ID;Nusa Tenggara Timur;admin;433970;433970
Yogyakarta;-78.014;1.103.644;Indonesia;ID;Yogyakarta;admin;422732;422732
Jayapura;-25.333;1.407.167;Indonesia;ID;Papua;admin;413283;413283
Mataram;-85.833;1.161.167;Indonesia;ID;Nusa Tenggara Barat;admin;408900;408900
Ambon;-37.050;1.281.700;Indonesia;ID;Maluku;admin;372249;372249
Bengkulu;-37.956;1.022.592;Indonesia;ID;Bengkulu;admin;360495;360495
Palu;-0.8950;1.198.594;Indonesia;ID;Sulawesi Tengah;admin;359350;359350
Kendari;-39.675;1.225.947;Indonesia;ID;Sulawesi Tenggara;admin;331013;331013
Jember;-81.727;1.136.873;Indonesia;ID;Jawa Timur;minor;298585;298585
Majene;-35.336;1.189.660;Indonesia;ID;Sulawesi Barat;minor;272377;37715
Palangkaraya;-22.100;1.139.200;Indonesia;ID;Kalimantan Tengah;admin;249434;249434
Banda Aceh;55.500;953.175;Indonesia;ID;Aceh;admin;235305;235305
Singaraja;-81.152;1.150.944;Indonesia;ID;Bali;minor;234468;133784
Tanjungpinang;6,380555556;1.044.554;Indonesia;ID;Kepulauan Riau;admin;203008;203008
Martapura;-34.135;1.148.365;Indonesia;ID;Kalimantan Selatan;minor;198239;131449
Gorontalo;3,757638889;1.230.594;Indonesia;ID;Gorontalo;admin;191897;191897
Prabumulih;-34.328;1.042.356;Indonesia;ID;Sumatera Selatan;minor;188082;188082
Banjar;-73.667;1.085.333;Indonesia;ID;Jawa Barat;minor;182819;182819
Pinrang;-37.857;1.196.522;Indonesia;ID;Sulawesi Selatan;minor;182731;182731
Banyuwangi;-81.950;1.143.696;Indonesia;ID;Jawa Timur;minor;172424;108166
Gunungsitoli;11.167;975.667;Indonesia;ID;Sumatera Utara;minor;137104;137104
Pageralam;-40.217;1.032.522;Indonesia;ID;Sumatera Selatan;minor;136244;136244
Pangkalpinang;-21.000;1.061.000;Indonesia;ID;Kepulauan Bangka Belitung;admin;125933;73638
Indramayu;-63.356;1.083.190;Indonesia;ID;Jawa Barat;minor;123263;123263
Pati;-67.415;1.110.347;Indonesia;ID;Jawa Tengah;minor;122785;122785
Raba;-84.614;1.187.470;Indonesia;ID;Nusa Tenggara Barat;minor;106101;106101
Maumere;-86.189;1.222.123;Indonesia;ID;Nusa Tenggara Timur;minor;104285;47598
Biak;-11.615;1.360.485;Indonesia;ID;Papua;minor;103610;103610
Tomohon;13.244;1.248.225;Indonesia;ID;Sulawesi Utara;minor;96411;96411
Sampit;-25.329;1.129.500;Indonesia;ID;Kalimantan Tengah;minor;92710;66053
Pariaman;-0.6261;1.001.206;Indonesia;ID;Sumatera Barat;minor;85485;85485
Sumenep;-70.049;1.138.496;Indonesia;ID;Jawa Timur;minor;84656;84656
Watampone;-45.328;1.203.334;Indonesia;ID;Sulawesi Selatan;minor;81629;36277
Ende;-88.333;1.216.500;Indonesia;ID;Nusa Tenggara Timur;minor;77205;44655
Tuban;-68.995;1.120.500;Indonesia;ID;Jawa Timur;minor;76242;76242
Manokwari;-0.8711;1.340.693;Indonesia;ID;Papua Barat;admin;74504;53190
Lahat;-38.000;1.035.333;Indonesia;ID;Sumatera Selatan;minor;65906;35033
Tanjungpandan;-27.500;1.076.500;Indonesia;ID;Kepulauan Bangka Belitung;minor;62374;60808
Ruteng;-86.118;1.204.698;Indonesia;ID;Nusa Tenggara Timur;minor;53976;34569
Waingapu;-96.582;1.202.530;Indonesia;ID;Nusa Tenggara Timur;minor;48828;23153
Luwuk;-0.9396;1.227.900;Indonesia;ID;Sulawesi Tengah;minor;47778;39323
Amahai;-33.281;1.289.405;Indonesia;ID;Maluku;minor;47653;4692
Poso;-13.896;1.207.600;Indonesia;ID;Sulawesi Tengah;minor;47110;35904
Nabire;-33.515;1.355.134;Indonesia;ID;Papua;minor;43898;13771
Rantepao;-29.690;1.199.000;Indonesia;ID;Sulawesi Selatan;minor;43123;43123
Kotabumi;-48.333;1.049.000;Indonesia;ID;Lampung;minor;42366;42366
Kuala Kapuas;-30.996;1.143.500;Indonesia;ID;Kalimantan Tengah;minor;35632;1393
Praya;-87.223;1.162.923;Indonesia;ID;Nusa Tenggara Barat;minor;35183;35183
Merauke;-84.932;1.404.018;Indonesia;ID;Papua;minor;34412;34412
Makale;-30.860;1.198.469;Indonesia;ID;Sulawesi Selatan;minor;9960;9960
Tarutung;20.171;989.667;Indonesia;ID;Sumatera Utara;minor;1305;1305
Bumiayu;-80.151;1.126.347;Indonesia;ID;Jawa Timur;minor;;
Gadang;-80.123;1.126.283;Indonesia;ID;Jawa Timur;minor;;
Kalisari;-80.234;1.126.483;Indonesia;ID;Jawa Timur;minor;;
Ploso;-72.522;1.127.633;Indonesia;ID;Jawa Timur;minor;;
Gubengairlangga;-72.729;1.127.573;Indonesia;ID;Jawa Timur;minor;;
Gubengkertajaya;-72.760;1.127.563;Indonesia;ID;Jawa Timur;minor;;
Panjangjiwo;-73.129;1.127.641;Indonesia;ID;Jawa Timur;minor;;
Kedungasem;-73.216;1.127.787;Indonesia;ID;Jawa Timur;minor;;
Wonorejo;-73.114;1.127.968;Indonesia;ID;Jawa Timur;minor;;
Mojo;-72.747;1.127.633;Indonesia;ID;Jawa Timur;minor;;
Medokanayu;-73.256;1.127.988;Indonesia;ID;Jawa Timur;minor;;
Prapen;-73.145;1.127.567;Indonesia;ID;Jawa Timur;minor;;
Jagirsidosermo;-73.068;1.127.545;Indonesia;ID;Jawa Timur;minor;;
Tenggilis Lama;-73.166;1.127.628;Indonesia;ID;Jawa Timur;minor;;
Tambakrejo;-72.472;1.127.558;Indonesia;ID;Jawa Timur;minor;;
Labansari;-72.597;1.127.913;Indonesia;ID;Jawa Timur;minor;;
Brongkalan;-72.575;1.127.674;Indonesia;ID;Jawa Timur;minor;;
Mulyorejo;-72.629;1.127.839;Indonesia;ID;Jawa Timur;minor;;
Semampir;-73.082;1.127.802;Indonesia;ID;Jawa Timur;minor;;
Pacarkeling;-72.580;1.127.581;Indonesia;ID;Jawa Timur;minor;;
Kenjeran;-72.252;1.127.708;Indonesia;ID;Jawa Timur;minor;;
Kepuh;-80.060;1.126.188;Indonesia;ID;Jawa Timur;minor;;
Gununganyar;-73.409;1.127.821;Indonesia;ID;Jawa Timur;minor;;
Gununganyartambak Tengah;-73.375;1.128.019;Indonesia;ID;Jawa Timur;minor;;
Selagalas;-85.811;1.161.436;Indonesia;ID;Nusa Tenggara Barat;minor;;
Sayang Lauq;-85.694;1.161.325;Indonesia;ID;Nusa Tenggara Barat;minor;;
Karangkecicang;-85.955;1.161.313;Indonesia;ID;Nusa Tenggara Barat;minor;;
Sindu;-85.832;1.161.351;Indonesia;ID;Nusa Tenggara Barat;minor;;
Babakan Barat;-86.022;1.161.371;Indonesia;ID;Nusa Tenggara Barat;minor;;
Karangparwa;-86.034;1.161.271;Indonesia;ID;Nusa Tenggara Barat;minor;;
Banjar Kayangan;-86.227;1.152.295;Indonesia;ID;Bali;minor;;
Banjar Batanpoh;-86.761;1.152.579;Indonesia;ID;Bali;minor;;
Karyadharma;-87.037;1.152.187;Indonesia;ID;Bali;minor;;
Banjar Medura;-86.926;1.152.533;Indonesia;ID;Bali;minor;;
Banjar Paangkelod;-86.238;1.152.400;Indonesia;ID;Bali;minor;;
Banjar Pemangkalan;-86.243;1.152.003;Indonesia;ID;Bali;minor;;
Banjar Kertasari;-86.219;1.152.099;Indonesia;ID;Bali;minor;;
Dajan Tangluk;-86.458;1.152.389;Indonesia;ID;Bali;minor;;
Banjar Taman;-86.818;1.152.564;Indonesia;ID;Bali;minor;;
Banjar Kertajiwa;-86.402;1.152.618;Indonesia;ID;Bali;minor;;
Banjar Batur;-85.997;1.152.135;Indonesia;ID;Bali;minor;;
Banjar Jabejero;-85.988;1.152.401;Indonesia;ID;Bali;minor;;
Dumandesa;-85.643;1.161.492;Indonesia;ID;Nusa Tenggara Barat;minor;;
Kenali Asam;-16.646;1.036.204;Indonesia;ID;Jambi;minor;;
Klampok;-81.299;1.121.617;Indonesia;ID;Jawa Timur;minor;;
Semampirbarat;-73.722;1.127.728;Indonesia;ID;Jawa Timur;minor;;
Kedungpeluk;-74.824;1.127.546;Indonesia;ID;Jawa Timur;minor;;
Buncitan;-73.961;1.127.813;Indonesia;ID;Jawa Timur;minor;;
Segorotambak;-73.667;1.128.075;Indonesia;ID;Jawa Timur;minor;;
Dukuhgisikcemandi;-73.899;1.128.066;Indonesia;ID;Jawa Timur;minor;;
Banjarkemuning;-73.867;1.128.085;Indonesia;ID;Jawa Timur;minor;;
Candisari;-73.960;1.128.080;Indonesia;ID;Jawa Timur;minor;;
Sedatigede;-73.768;1.127.623;Indonesia;ID;Jawa Timur;minor;;
Wadungasri;-73.451;1.127.683;Indonesia;ID;Jawa Timur;minor;;
Damarsi;-74.177;1.127.598;Indonesia;ID;Jawa Timur;minor;;
Kalanganyartambak;-73.995;1.127.938;Indonesia;ID;Jawa Timur;minor;;
Pepe;-74.024;1.127.692;Indonesia;ID;Jawa Timur;minor;;
Sedatiagung;-73.819;1.127.581;Indonesia;ID;Jawa Timur;minor;;
Dares;-73.690;1.127.624;Indonesia;ID;Jawa Timur;minor;;
Tambaksumur;-73.485;1.127.729;Indonesia;ID;Jawa Timur;minor;;
Berbek;-73.464;1.127.636;Indonesia;ID;Jawa Timur;minor;;
Sedati;-73.952;1.127.675;Indonesia;ID;Jawa Timur;minor;;
Tambaksawah;-73.601;1.127.778;Indonesia;ID;Jawa Timur;minor;;
Sawohan;-74.272;1.127.701;Indonesia;ID;Jawa Timur;minor;;
Wedoro;-73.511;1.127.514;Indonesia;ID;Jawa Timur;minor;;
Sidoarjo;-74.478;1.127.183;Indonesia;ID;Jawa Timur;minor;;
Dukuh Tengah;-74.160;1.127.538;Indonesia;ID;Jawa Timur;minor;;
Tambakoso;-73.460;1.128.039;Indonesia;ID;Jawa Timur;minor;;
Kedaton;-53.835;1.052.596;Indonesia;ID;Lampung;minor;;
Panjang;-54.759;1.053.198;Indonesia;ID;Lampung;minor;;
Gunungmuncang;-73.510;1.082.382;Indonesia;ID;Jawa Barat;minor;;
Cikondang;-72.963;1.081.689;Indonesia;ID;Jawa Barat;minor;;
Cibogor;-73.141;1.082.299;Indonesia;ID;Jawa Barat;minor;;
Jatiwangi;-73.785;1.082.580;Indonesia;ID;Jawa Barat;minor;;
Rancageneng Satu;-73.176;1.081.861;Indonesia;ID;Jawa Barat;minor;;
Panyarang;-73.472;1.081.873;Indonesia;ID;Jawa Barat;minor;;
Mancogeh;-73.087;1.082.172;Indonesia;ID;Jawa Barat;minor;;
Cibangun Tengah;-73.595;1.082.656;Indonesia;ID;Jawa Barat;minor;;
Gegernoong;-73.862;1.082.323;Indonesia;ID;Jawa Barat;minor;;
Sukamaju;-74.325;1.081.932;Indonesia;ID;Jawa Barat;minor;;
Condong;-73.447;1.082.591;Indonesia;ID;Jawa Barat;minor;;
Rancakukun;-73.447;1.081.744;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-73.871;1.082.349;Indonesia;ID;Jawa Barat;minor;;
Cibeureum;-73.552;1.082.693;Indonesia;ID;Jawa Barat;minor;;
Sengkol;-73.711;1.082.135;Indonesia;ID;Jawa Barat;minor;;
Tugusirna;-73.441;1.082.158;Indonesia;ID;Jawa Barat;minor;;
Cigantang Hilir;-73.606;1.081.900;Indonesia;ID;Jawa Barat;minor;;
Bantar;-73.231;1.081.897;Indonesia;ID;Jawa Barat;minor;;
Kahuripan;-73.471;1.082.281;Indonesia;ID;Jawa Barat;minor;;
Panututan;-73.410;1.082.088;Indonesia;ID;Jawa Barat;minor;;
Kebontiwu;-73.299;1.082.274;Indonesia;ID;Jawa Barat;minor;;
Pasanggrahan;-73.872;1.082.040;Indonesia;ID;Jawa Barat;minor;;
Kawalu;-73.817;1.082.082;Indonesia;ID;Jawa Barat;minor;;
Lemburwarung;-73.351;1.082.627;Indonesia;ID;Jawa Barat;minor;;
Gunungkoneng;-73.286;1.082.105;Indonesia;ID;Jawa Barat;minor;;
Argasari;-73.247;1.082.057;Indonesia;ID;Jawa Barat;minor;;
Kosangka;-72.918;1.082.060;Indonesia;ID;Jawa Barat;minor;;
Jati;-73.037;1.082.033;Indonesia;ID;Jawa Barat;minor;;
Tamansari;-74.230;1.081.931;Indonesia;ID;Jawa Barat;minor;;
Sambongpari;-73.462;1.082.050;Indonesia;ID;Jawa Barat;minor;;
Gunungbatu;-73.116;1.082.040;Indonesia;ID;Jawa Barat;minor;;
Sukasari;-73.258;1.082.322;Indonesia;ID;Jawa Barat;minor;;
Kotabaru;-73.546;1.082.604;Indonesia;ID;Jawa Barat;minor;;
Bungursari;-73.031;1.081.709;Indonesia;ID;Jawa Barat;minor;;
Bantargedang;-73.586;1.082.497;Indonesia;ID;Jawa Barat;minor;;
Bojongnangka;-73.318;1.082.498;Indonesia;ID;Jawa Barat;minor;;
Siluman;-73.421;1.082.365;Indonesia;ID;Jawa Barat;minor;;
Citamiang;-74.058;1.081.861;Indonesia;ID;Jawa Barat;minor;;
Sukagenah;-73.546;1.082.086;Indonesia;ID;Jawa Barat;minor;;
Awipari Tengah;-73.511;1.082.719;Indonesia;ID;Jawa Barat;minor;;
Tambir;-73.770;1.081.765;Indonesia;ID;Jawa Barat;minor;;
Simpang;-72.796;1.081.674;Indonesia;ID;Jawa Barat;minor;;
Pasirjaya;-73.251;1.082.681;Indonesia;ID;Jawa Barat;minor;;
Cilingga;-73.373;1.081.984;Indonesia;ID;Jawa Barat;minor;;
Pakemitan;-72.924;1.081.998;Indonesia;ID;Jawa Barat;minor;;
Gunungsubang;-73.716;1.081.949;Indonesia;ID;Jawa Barat;minor;;
Sukarindik;-73.011;1.081.869;Indonesia;ID;Jawa Barat;minor;;
Ampera;-73.226;1.082.108;Indonesia;ID;Jawa Barat;minor;;
Tawangsari;-73.227;1.082.206;Indonesia;ID;Jawa Barat;minor;;
Sindangpalay;-72.891;1.081.980;Indonesia;ID;Jawa Barat;minor;;
Yudanagara;-73.307;1.082.164;Indonesia;ID;Jawa Barat;minor;;
Rahayu Dua;-73.722;1.082.349;Indonesia;ID;Jawa Barat;minor;;
Sindanggalih;-72.769;1.081.730;Indonesia;ID;Jawa Barat;minor;;
Leuwidahu;-73.044;1.082.109;Indonesia;ID;Jawa Barat;minor;;
Sudimara;-73.626;1.081.774;Indonesia;ID;Jawa Barat;minor;;
Cianjur Kidul;-73.911;1.082.175;Indonesia;ID;Jawa Barat;minor;;
Saripin;-73.325;1.082.455;Indonesia;ID;Jawa Barat;minor;;
Margalaksana;-73.444;1.082.240;Indonesia;ID;Jawa Barat;minor;;
Nagarasari;-73.003;1.082.213;Indonesia;ID;Jawa Barat;minor;;
Kadupandak;-73.717;1.082.525;Indonesia;ID;Jawa Barat;minor;;
Nyemplong;-74.180;1.082.474;Indonesia;ID;Jawa Barat;minor;;
Cikalang;-73.390;1.082.306;Indonesia;ID;Jawa Barat;minor;;
Cibeuti;-73.862;1.081.889;Indonesia;ID;Jawa Barat;minor;;
Awilega;-73.924;1.082.093;Indonesia;ID;Jawa Barat;minor;;
Dadaha;-73.343;1.082.221;Indonesia;ID;Jawa Barat;minor;;
Sukamaju Kidul;-72.831;1.081.867;Indonesia;ID;Jawa Barat;minor;;
Tigaraksa;-62.281;1.065.139;Indonesia;ID;Banten;minor;;
Gunungpeundeuy;-73.231;1.082.514;Indonesia;ID;Jawa Barat;minor;;
Parakanhonje Wetan;-72.801;1.081.944;Indonesia;ID;Jawa Barat;minor;;
Kebonsari;-80.176;1.126.191;Indonesia;ID;Jawa Timur;minor;;
Ciruas;-61.250;1.062.328;Indonesia;ID;Banten;minor;;
Karangdawa Barat;-61.318;1.061.109;Indonesia;ID;Banten;minor;;
Padukan;-61.495;1.061.043;Indonesia;ID;Banten;minor;;
Pekijing;-61.234;1.061.033;Indonesia;ID;Banten;minor;;
Bandung;-73.993;1.082.607;Indonesia;ID;Jawa Barat;minor;;
Cikarang;-63.640;1.071.780;Indonesia;ID;Jawa Barat;minor;;
Batang;-69.078;1.097.303;Indonesia;ID;Jawa Tengah;minor;;
Tambakbaya;-74.034;1.081.786;Indonesia;ID;Jawa Barat;minor;;
Tabun;-102.175;1.235.751;Indonesia;ID;Nusa Tenggara Timur;minor;;
Manutapen;-101.766;1.235.764;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oebufu;-101.786;1.236.210;Indonesia;ID;Nusa Tenggara Timur;minor;;
Nunbaunsabu;-101.724;1.235.662;Indonesia;ID;Nusa Tenggara Timur;minor;;
Airsagu;-101.999;1.235.800;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oetete;-101.650;1.235.873;Indonesia;ID;Nusa Tenggara Timur;minor;;
Fatufeto;-101.635;1.235.751;Indonesia;ID;Nusa Tenggara Timur;minor;;
Todekisar;-101.577;1.235.842;Indonesia;ID;Nusa Tenggara Timur;minor;;
Naimata;-101.841;1.236.405;Indonesia;ID;Nusa Tenggara Timur;minor;;
Manulai;-102.327;1.235.660;Indonesia;ID;Nusa Tenggara Timur;minor;;
Nunutba;-102.183;1.236.274;Indonesia;ID;Nusa Tenggara Timur;minor;;
Nunbaundelha;-101.720;1.235.698;Indonesia;ID;Nusa Tenggara Timur;minor;;
Fontein;-101.661;1.235.822;Indonesia;ID;Nusa Tenggara Timur;minor;;
Merdeka;-101.620;1.235.865;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oebobo;-101.678;1.235.992;Indonesia;ID;Nusa Tenggara Timur;minor;;
Kuanino;-101.709;1.235.898;Indonesia;ID;Nusa Tenggara Timur;minor;;
Nunhila;-101.675;1.235.714;Indonesia;ID;Nusa Tenggara Timur;minor;;
Namosain;-101.733;1.235.585;Indonesia;ID;Nusa Tenggara Timur;minor;;
Kelapalima;-101.499;1.236.194;Indonesia;ID;Nusa Tenggara Timur;minor;;
Airnona;-101.814;1.235.847;Indonesia;ID;Nusa Tenggara Timur;minor;;
Luti;-102.545;1.236.040;Indonesia;ID;Nusa Tenggara Timur;minor;;
Bonipoi;-101.617;1.235.803;Indonesia;ID;Nusa Tenggara Timur;minor;;
Kolhua;-102.139;1.236.425;Indonesia;ID;Nusa Tenggara Timur;minor;;
Naikoten Dua;-101.729;1.235.980;Indonesia;ID;Nusa Tenggara Timur;minor;;
Alak;-101.973;1.235.334;Indonesia;ID;Nusa Tenggara Timur;minor;;
Mantasi;-101.733;1.235.804;Indonesia;ID;Nusa Tenggara Timur;minor;;
Maulafa;-101.861;1.236.227;Indonesia;ID;Nusa Tenggara Timur;minor;;
Bakunase;-101.860;1.235.864;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oeba;-101.594;1.235.918;Indonesia;ID;Nusa Tenggara Timur;minor;;
Lai Lai Bisi Kopan;-101.628;1.235.781;Indonesia;ID;Nusa Tenggara Timur;minor;;
Solor;-101.609;1.235.819;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oepura;-101.890;1.236.076;Indonesia;ID;Nusa Tenggara Timur;minor;;
Fatukoa;-102.315;1.236.069;Indonesia;ID;Nusa Tenggara Timur;minor;;
Bonik;-102.016;1.236.056;Indonesia;ID;Nusa Tenggara Timur;minor;;
Liliba;-101.733;1.236.374;Indonesia;ID;Nusa Tenggara Timur;minor;;
Pasirpanjang;-101.561;1.236.021;Indonesia;ID;Nusa Tenggara Timur;minor;;
Airmata;-101.663;1.235.777;Indonesia;ID;Nusa Tenggara Timur;minor;;
Oesapa;-101.485;1.236.470;Indonesia;ID;Nusa Tenggara Timur;minor;;
Pasagipasir;-61.821;1.061.212;Indonesia;ID;Banten;minor;;
Bojong;-61.618;1.060.899;Indonesia;ID;Banten;minor;;
Curug;-59.813;1.060.193;Indonesia;ID;Banten;minor;;
Kubangkepuh;-58.994;1.060.284;Indonesia;ID;Banten;minor;;
Sleman;-77.156;1.103.556;Indonesia;ID;Yogyakarta;minor;;
Gunungangka;-73.431;1.081.643;Indonesia;ID;Jawa Barat;minor;;
Pasiripis;-73.459;1.081.656;Indonesia;ID;Jawa Barat;minor;;
Sumber;-67.603;1.084.831;Indonesia;ID;Jawa Barat;minor;;
Bantul;-78.881;1.103.289;Indonesia;ID;Yogyakarta;minor;;
Sofifi;5,120138889;1.275.588;Indonesia;ID;Maluku Utara;admin;;
Mamuju;-26.806;1.188.861;Indonesia;ID;Sulawesi Barat;admin;;
Tanjung Selor;28.375;1.173.653;Indonesia;ID;Kalimantan Utara;admin;;
Pontianak Barat;-0.0189;1.093.187;Indonesia;ID;Kalimantan Barat;minor;;
Kertasari;-73.461;1.082.814;Indonesia;ID;Jawa Barat;minor;;
Sungai Raya;-0.1269;1.094.039;Indonesia;ID;Kalimantan Barat;minor;;
Kudus;-68.048;1.108.405;Indonesia;ID;Jawa Tengah;minor;;
Kompa Satu;-65.822;1.065.061;Indonesia;ID;Jawa Barat;minor;;
Cileuksa;-66.032;1.064.448;Indonesia;ID;Jawa Barat;minor;;
Cisarua;-66.527;1.064.710;Indonesia;ID;Jawa Barat;minor;;
Lebakhuni;-65.179;1.064.631;Indonesia;ID;Jawa Barat;minor;;
Cibadak;-65.816;1.064.846;Indonesia;ID;Jawa Barat;minor;;
Garisul;-65.055;1.064.959;Indonesia;ID;Jawa Barat;minor;;
Cibinong;-64.817;1.068.542;Indonesia;ID;Jawa Barat;minor;;
Pasirmadang;-65.983;1.064.782;Indonesia;ID;Jawa Barat;minor;;
Kadaka;-65.190;1.064.998;Indonesia;ID;Jawa Barat;minor;;
Sidoger Lebak;-65.928;1.065.131;Indonesia;ID;Jawa Barat;minor;;
Cipeundeuy;-66.569;1.065.011;Indonesia;ID;Jawa Barat;minor;;
Pangradin Satu;-65.084;1.064.773;Indonesia;ID;Jawa Barat;minor;;
Cipatat;-66.223;1.064.955;Indonesia;ID;Jawa Barat;minor;;
Pulau Pramuka;-57.458;1.066.139;Indonesia;ID;Jakarta;minor;;
Suwawa;3,697916667;1.231.469;Indonesia;ID;Gorontalo;minor;;
Bualu;-87.960;1.152.172;Indonesia;ID;Bali;minor;;
Banjar Danginpangkung;-85.754;1.151.645;Indonesia;ID;Bali;minor;;
Pecatu;-88.323;1.151.247;Indonesia;ID;Bali;minor;;
Pegongan;-84.855;1.152.265;Indonesia;ID;Bali;minor;;
Banjar Kaja;-86.097;1.151.723;Indonesia;ID;Bali;minor;;
Banjar Keraman;-85.280;1.152.117;Indonesia;ID;Bali;minor;;
Pemijian;-84.499;1.152.193;Indonesia;ID;Bali;minor;;
Banjar Lebahsari;-85.453;1.151.755;Indonesia;ID;Bali;minor;;
Banjar Mambalkajanan;-85.506;1.152.234;Indonesia;ID;Bali;minor;;
Banjar Parekan;-85.763;1.152.164;Indonesia;ID;Bali;minor;;
Banjar Badung;-85.816;1.151.884;Indonesia;ID;Bali;minor;;
Banjar Desa;-85.825;1.152.404;Indonesia;ID;Bali;minor;;
Banjar Kembangsari;-85.072;1.152.116;Indonesia;ID;Bali;minor;;
Banjar Pelaga;-82.928;1.152.252;Indonesia;ID;Bali;minor;;
Banjar Sedang;-85.707;1.152.389;Indonesia;ID;Bali;minor;;
Pangsan;-84.146;1.152.209;Indonesia;ID;Bali;minor;;
Banjar Cemenggon;-85.391;1.151.995;Indonesia;ID;Bali;minor;;
Banjar Ulapan Satu;-85.098;1.152.144;Indonesia;ID;Bali;minor;;
Banjar Badung Tengah;-85.067;1.151.994;Indonesia;ID;Bali;minor;;
Kangin;-88.334;1.151.269;Indonesia;ID;Bali;minor;;
Banjar Gunungpande;-86.160;1.151.448;Indonesia;ID;Bali;minor;;
Banjar Pekenjelodan;-85.752;1.151.777;Indonesia;ID;Bali;minor;;
Banjar Karangsuling;-85.998;1.151.952;Indonesia;ID;Bali;minor;;
Banjar Kerobokan;-86.185;1.151.276;Indonesia;ID;Bali;minor;;
Jabajero;-87.277;1.151.750;Indonesia;ID;Bali;minor;;
Dajanpeken;-84.696;1.151.837;Indonesia;ID;Bali;minor;;
Banjar Kedua;-85.184;1.151.865;Indonesia;ID;Bali;minor;;
Banjar Cice;-85.900;1.151.707;Indonesia;ID;Bali;minor;;
Kelanabian;-87.519;1.151.769;Indonesia;ID;Bali;minor;;
Banjar Tengah;-85.653;1.152.196;Indonesia;ID;Bali;minor;;
Banjar Tengah;-84.985;1.151.942;Indonesia;ID;Bali;minor;;
Banjar Bucu;-85.857;1.152.061;Indonesia;ID;Bali;minor;;
Banjar Sempidi;-85.233;1.152.057;Indonesia;ID;Bali;minor;;
Banjar Serangan;-85.435;1.151.692;Indonesia;ID;Bali;minor;;
Mangupura;-85.439;1.151.700;Indonesia;ID;Bali;minor;;
Brahmana;-84.867;1.152.101;Indonesia;ID;Bali;minor;;
Banjar Jumbayah;-85.649;1.151.655;Indonesia;ID;Bali;minor;;
Banjar Teguan;-85.057;1.152.299;Indonesia;ID;Bali;minor;;
Klaten;-77.058;1.106.064;Indonesia;ID;Jawa Tengah;minor;;
Petang;-83.963;1.152.187;Indonesia;ID;Bali;minor;;
Lampuuk;55.710;953.895;Indonesia;ID;Aceh;minor;;
Lambaro;55.558;953.438;Indonesia;ID;Aceh;minor;;
Mata Ie;55.278;953.347;Indonesia;ID;Aceh;minor;;
Tungoo;5,186805556;1.242.611;Indonesia;ID;Sulawesi Utara;minor;;
Sukoharjo;-76.725;1.108.381;Indonesia;ID;Jawa Tengah;minor;;
Harapankarya;-39.893;1.196.438;Indonesia;ID;Sulawesi Selatan;minor;;
Santosa;-72.537;1.076.388;Indonesia;ID;Jawa Barat;minor;;
Ciburial;-70.396;1.079.077;Indonesia;ID;Jawa Barat;minor;;
Margabakti;-70.137;1.078.771;Indonesia;ID;Jawa Barat;minor;;
Cigorowong Kidul;-70.220;1.078.845;Indonesia;ID;Jawa Barat;minor;;
Soreang;-70.331;1.075.183;Indonesia;ID;Jawa Barat;minor;;
Negla;-72.733;1.076.757;Indonesia;ID;Jawa Barat;minor;;
